NUMBER,CODE,SERIAL,NAME,FORM,TYPE1,TYPE2,CATEGORY,COLOR,ABILITY1,ABILITY2,ABILITY HIDDEN,GENERATION,LEGENDARY,MEGA,HEIGHT,WEIGHT,HP,ATK,DEF,SP ATK,SP DEF,SPD,TOTAL
755,1,75501,Morelull,,Grass,Fairy,,Purple,Illuminate,Effect Spore,Rain Dish,7,0,0,0.2,1.5,40,35,55,65,75,15,285
756,1,75601,Shiinotic,,Grass,Fairy,,Purple,Illuminate,Effect Spore,Rain Dish,7,0,0,1,11.5,60,45,80,90,100,30,405
757,1,75701,Salandit,,Poison,Fire,,Black,Corrosion,,Oblivious,7,0,0,0.6,4.8,48,44,40,71,40,77,320
758,1,75801,Salazzle,,Poison,Fire,,Black,Corrosion,,Oblivious,7,0,0,1.2,22.2,68,64,60,111,60,117,480
759,1,75901,Stufful,,Normal,Fighting,,Pink,Fluffy,Klutz,Cute Charm,7,0,0,0.5,6.8,70,75,50,45,50,50,340
760,1,76001,Bewear,,Normal,Fighting,,Pink,Fluffy,Klutz,Unnerve,7,0,0,2.1,135,120,125,80,55,60,60,500
761,1,76101,Bounsweet,,Grass,,,Purple,Leaf Guard,Oblivious,Sweet Veil,7,0,0,0.3,3.2,42,30,38,30,38,32,210
762,1,76201,Steenee,,Grass,,,Purple,Leaf Guard,Oblivious,Sweet Veil,7,0,0,0.7,8.2,52,40,48,40,48,62,290
763,1,76301,Tsareena,,Grass,,,Purple,Leaf Guard,Queenly Majesty,Sweet Veil,7,0,0,1.2,21.4,72,120,98,50,98,72,510
764,1,76401,Comfey,,Fairy,,,Green,Flower Veil,Triage,Natural Cure,7,0,0,0.1,0.3,51,52,90,82,110,100,485
765,1,76501,Oranguru,,Normal,Psychic,,White,Inner Focus,Telepathy,Symbiosis,7,0,0,1.5,76,90,60,80,90,110,60,490
766,1,76601,Passimian,,Fighting,,,White,Receiver,,Defiant,7,0,0,2,82.8,100,120,90,40,60,80,490
767,1,76701,Wimpod,,Bug,Water,,Grey,Wimp Out,,,7,0,0,0.5,12,25,35,40,20,30,80,230
768,1,76801,Golisopod,,Bug,Water,,Grey,Emergency Exit,,,7,0,0,2,108,75,125,140,60,90,40,530
769,1,76901,Sandygast,,Ghost,Ground,,Brown,Water Compaction,,Sand Veil,7,0,0,0.5,70,55,55,80,70,45,15,320
770,1,77001,Palossand,,Ghost,Ground,,Brown,Water Compaction,,Sand Veil,7,0,0,1.3,250,85,75,110,100,75,35,480
771,1,77101,Pyukumuku,,Water,,,Black,Innards Out,,Unaware,7,0,0,0.3,1.2,55,60,130,30,130,5,410
772,1,77201,Type. Null,,Normal,,,Grey,Battle Armor,,,7,1,0,1.9,120.5,95,95,95,95,95,59,534
773,1,77301,Silvally,Type. Normal,Normal,,,Grey,RKS System,,,7,1,0,2.3,100.5,95,95,95,95,95,95,570
773,2,77302,Silvally,Type. Bug,Bug,,,Grey,RKS System,,,7,1,0,2.3,100.5,95,95,95,95,95,95,570
773,3,77303,Silvally,Type. Dark,Dark,,,Grey,RKS System,,,7,1,0,2.3,100.5,95,95,95,95,95,95,570
773,4,77304,Silvally,Type. Dragon,Dragon,,,Grey,RKS System,,,7,1,0,2.3,100.5,95,95,95,95,95,95,570
773,5,77305,Silvally,Type. Electric,Electric,,,Grey,RKS System,,,7,1,0,2.3,100.5,95,95,95,95,95,95,570
773,6,77306,Silvally,Type. Fairy,Fairy,,,Grey,RKS System,,,7,1,0,2.3,100.5,95,95,95,95,95,95,570
773,7,77307,Silvally,Type. Fighting,Fighting,,,Grey,RKS System,,,7,1,0,2.3,100.5,95,95,95,95,95,95,570
773,8,77308,Silvally,Type. Fire,Fire,,,Grey,RKS System,,,7,1,0,2.3,100.5,95,95,95,95,95,95,570
773,9,77309,Silvally,Type. Flying,Flying,,,Grey,RKS System,,,7,1,0,2.3,100.5,95,95,95,95,95,95,570
773,10,77310,Silvally,Type. Ghost,Ghost,,,Grey,RKS System,,,7,1,0,2.3,100.5,95,95,95,95,95,95,570
773,11,77311,Silvally,Type. Grass,Grass,,,Grey,RKS System,,,7,1,0,2.3,100.5,95,95,95,95,95,95,570
773,12,77312,Silvally,Type. Ground,Ground,,,Grey,RKS System,,,7,1,0,2.3,100.5,95,95,95,95,95,95,570
773,13,77313,Silvally,Type. Ice,Ice,,,Grey,RKS System,,,7,1,0,2.3,100.5,95,95,95,95,95,95,570
773,14,77314,Silvally,Type. Poison,Poison,,,Grey,RKS System,,,7,1,0,2.3,100.5,95,95,95,95,95,95,570
773,15,77315,Silvally,Type. Psychic,Psychic,,,Grey,RKS System,,,7,1,0,2.3,100.5,95,95,95,95,95,95,570
773,16,77316,Silvally,Type. Rock,Rock,,,Grey,RKS System,,,7,1,0,2.3,100.5,95,95,95,95,95,95,570
773,17,77317,Silvally,Type. Steel,Steel,,,Grey,RKS System,,,7,1,0,2.3,100.5,95,95,95,95,95,95,570
773,18,77318,Silvally,Type. Water,Water,,,Grey,RKS System,,,7,1,0,2.3,100.5,95,95,95,95,95,95,570
774,1,77401,Minior,,Rock,Flying,,Brown,Shields Down,,,7,0,0,0.3,40,60,60,100,60,100,60,440
774,2,77402,Minior,,Rock,Flying,,Brown,Shields Down,,,7,0,0,0.3,0.3,60,100,60,100,60,120,500
775,1,77501,Komala,,Normal,,,Blue,Comatose,,,7,0,0,0.4,19.9,65,115,65,75,95,65,480
776,1,77601,Turtonator,,Fire,Dragon,,Red,Shell Armor,,,7,0,0,2,212,60,78,135,91,85,36,485
777,1,77701,Togedemaru,,Electric,Steel,,Grey,Iron Barbs,Lightning Rod,Sturdy,7,0,0,0.3,3.3,65,98,63,40,73,96,435
778,1,77801,Mimikyu,Disguised,Ghost,Fairy,,Yellow,Disguise,,,7,0,0,0.2,0.7,55,90,80,50,105,96,476
778,2,77802,Mimikyu,Busted,Ghost,Fairy,,Yellow,Disguise,,,7,0,0,0.2,0.7,55,90,80,50,105,96,476
779,1,77901,Bruxish,,Water,Psychic,,Pink,Dazzling,Strong Jaw,Wonder Skin,7,0,0,0.9,19,68,105,70,70,70,92,475
780,1,78001,Drampa,,Normal,Dragon,,White,Berserk,Sap Sipper,Cloud Nine,7,0,0,3,185,78,60,85,135,91,36,485
781,1,78101,Dhelmise,,Ghost,Grass,,Green,Steelworker,,,7,0,0,3.9,210,70,131,100,86,90,40,517
782,1,78201,Jangmo-o,,Dragon,,,Grey,Bulletproof,Soundproof,Overcoat,7,0,0,0.6,29.7,45,55,65,45,45,45,300
783,1,78301,Hakamo-o,,Dragon,Fighting,,Grey,Bulletproof,Soundproof,Overcoat,7,0,0,1.2,47,55,75,90,65,70,65,420
784,1,78401,Kommo-o,,Dragon,Fighting,,Grey,Bulletproof,Soundproof,Overcoat,7,0,0,1.6,78.2,75,110,125,100,105,85,600
785,1,78501,Tapu Koko,,Electric,Fairy,,Yellow,Electric Surge,,Telepathy,7,1,0,1.8,20.5,70,115,85,95,75,130,570
786,1,78601,Tapu Lele,,Psychic,Fairy,,Pink,Psychic Surge,,Telepathy,7,1,0,1.2,28.6,70,85,75,130,115,95,570
787,1,78701,Tapu Bulu,,Grass,Fairy,,Red,Grassy Surge,,Telepathy,7,1,0,1.9,45.5,70,130,115,85,95,75,570
788,1,78801,Tapu Fini,,Water,Fairy,,Purple,Misty Surge,,Telepathy,7,1,0,1.3,21.2,70,75,115,95,130,85,570
789,1,78901,Cosmog,,Psychic,,,Blue,Unaware,,,7,1,0,0.2,0.1,43,29,31,29,31,37,200
790,1,79001,Cosmoem,,Psychic,,,Blue,Sturdy,,,7,1,0,0.1,999.9,43,29,131,29,131,37,400
791,1,79101,Solgaleo,,Psychic,Steel,,White,Full Metal Body,,,7,1,0,3.4,230,137,137,107,113,89,97,680
792,1,79201,Lunala,,Psychic,Ghost,,Purple,Shadow Shield,,,7,1,0,4,120,137,113,89,137,107,97,680
793,1,79301,Nihilego,,Rock,Poison,,White,Beast Boost,,,7,1,0,1.2,55.5,109,53,47,127,131,103,570
794,1,79401,Buzzwole,,Bug,Fighting,,Red,Beast Boost,,,7,1,0,2.4,333.6,107,139,139,53,53,79,570
795,1,79501,Pheromosa,,Bug,Fighting,,White,Beast Boost,,,7,1,0,1.8,25,71,137,37,137,37,151,570
796,1,79601,Xurkitree,,Electric,,,Black,Beast Boost,,,7,1,0,3.8,100,83,89,71,173,71,83,570
797,1,79701,Celesteela,,Steel,Flying,,Green,Beast Boost,,,7,1,0,9.2,999.9,97,101,103,107,101,61,570
798,1,79801,Kartana,,Grass,Steel,,White,Beast Boost,,,7,1,0,0.3,0.1,59,181,131,59,31,109,570
799,1,79901,Guzzlord,,Dark,Dragon,,Black,Beast Boost,,,7,1,0,5.5,888,223,101,53,97,53,43,570
800,1,80001,Necrozma,,Psychic,,,Black,Prism Armor,,,7,1,0,2.4,230,97,107,101,127,89,79,600
800,2,80002,Necrozma,Dusk Mane,Psychic,Steel,,Yellow,Prism Armor,,,7,1,0,3.8,460,97,157,127,113,109,77,680
800,3,80003,Necrozma,Dawn Wings,Psychic,Ghost,,Blue,Prism Armor,,,7,1,0,4.2,350,97,113,109,157,127,77,680
800,4,80004,Necrozma,Ultra,Psychic,Dragon,,Yellow,Neuroforce,,,7,1,0,7.5,230,97,167,97,167,97,129,754
801,1,80101,Magearna,,Steel,Fairy,,Grey,Soul-Heart,,,7,1,0,1,80.5,80,95,115,130,115,65,600
802,1,80201,Marshadow,,Fighting,Ghost,,Grey,Technician,,,7,1,0,0.7,22.2,90,125,80,90,90,125,600
803,1,80301,Poipole,,Poison,,,Purple,Beast Boost,,,7,1,0,0.6,1.8,67,73,67,73,67,73,420
804,1,80401,Naganadel,,Poison,Dragon,,Purple,Beast Boost,,,7,1,0,3.6,150,73,73,73,127,73,121,540
805,1,80501,Stakataka,,Rock,Steel,,Grey,Beast Boost,,,7,1,0,5.5,820,61,131,211,53,101,13,570
806,1,80601,Blacephalon,,Fire,Ghost,,White,Beast Boost,,,7,1,0,1.8,13,53,127,53,151,79,107,570
807,1,80701,Zeraora,,Electric,,,Yellow,Volt Absorb,,,7,1,0,1.5,44.5,88,112,75,102,80,143,600
808,1,80801,Meltan,,Steel,,,Grey,Magnet Pull,,,7,1,0,0.2,8,46,65,65,55,35,34,300
809,1,80901,Melmetal,,Steel,,,Grey,Iron Fist,,,7,1,0,2.5,800,135,143,143,80,65,34,600
809,2,80902,Melmetal,Gigantamax,Steel,,,Grey,Iron Fist,,,7,1,0,2.5,800,135,143,143,80,65,34,600
810,1,81001,Grookey,,Grass,,,Green,Overgrow,,Grassy Surge,8,0,0,0.3,5,50,65,50,40,40,65,310
811,1,81101,Thwackey,,Grass,,,Green,Overgrow,,Grassy Surge,8,0,0,0.7,14,70,85,70,55,60,80,420
812,1,81201,Rillaboom,,Grass,,,Green,Overgrow,,Grassy Surge,8,0,0,2.1,90,100,125,90,60,70,85,530
813,1,81301,Scorbunny,,Fire,,,White,Blaze,,Libero,8,0,0,0.3,4.5,50,71,40,40,40,69,310
814,1,81401,Raboot,,Fire,,,Grey,Blaze,,Libero,8,0,0,0.6,9,65,86,60,55,60,94,420
815,1,81501,Cinderace,,Fire,,,White,Blaze,,Libero,8,0,0,1.4,33,80,116,75,65,75,119,530
816,1,81601,Sobble,,Water,,,Blue,Torrent,,Sniper,8,0,0,0.3,4,50,40,40,70,40,70,310
817,1,81701,Drizzile,,Water,,,Blue,Torrent,,Sniper,8,0,0,0.7,11.5,65,60,60,95,55,90,425
818,1,81801,Inteleon,,Water,,,Blue,Torrent,,Sniper,8,0,0,1.9,45.2,70,85,75,125,65,120,540
819,1,81901,Skwovet,,Normal,,,Brown,Cheek Pouch,,Gluttony,8,0,0,0.3,2.5,70,55,40,35,35,25,260
820,1,82001,Greedent,,Normal,,,Brown,Cheek Pouch,,Gluttony,8,0,0,0.6,6,120,95,55,55,75,20,420
821,1,82101,Rookidee,,Flying,,,Blue,Keen Eye,Unnerve,Big Pecks,8,0,0,0.2,1.8,38,47,65,33,35,57,275
822,1,82201,Corvisquire,,Flying,,,Blue,Keen Eye,Unnerve,Big Pecks,8,0,0,0.8,16,68,67,55,43,55,77,365
823,1,82301,Corviknight,,Flying,Steel,,Purple,Keen Eye,Unnerve,Mirror Armor,8,0,0,2.2,75,98,87,105,53,85,67,495
823,2,82302,Corviknight,Gigantamax,Flying,Steel,,Purple,Keen Eye,Unnerve,Mirror Armor,8,0,0,2.2,75,98,87,105,53,85,67,495
824,1,82401,Blipbug,,Bug,,,Blue,Swarm,Compound Eyes,Telepathy,8,0,0,0.4,8,25,20,20,25,45,45,180
825,1,82501,Dottler,,Bug,Psychic,,Yellow,Swarm,Compound Eyes,Telepathy,8,0,0,0.4,19.5,50,35,80,50,90,30,335
826,1,82601,Orbeetle,,Bug,Psychic,,Red,Swarm,Frisk,Telepathy,8,0,0,0.4,40.8,60,45,110,80,120,90,505
826,2,82602,Orbeetle,Gigantamax,Bug,Psychic,,Red,Swarm,Frisk,Telepathy,8,0,0,0.4,40.8,60,45,110,80,120,90,505
827,1,82701,Nickit,,Dark,,,Brown,Run Away,Unburden,Stakeout,8,0,0,0.6,8.9,40,28,28,47,52,50,245
828,1,82801,Thievul,,Dark,,,Brown,Run Away,Unburden,Stakeout,8,0,0,1.2,19.9,70,58,58,87,92,90,455
829,1,82901,Gossifleur,,Grass,,,Green,Cotton Down,Regenerator,Effect Spore,8,0,0,0.4,2.2,40,40,60,40,60,10,250
830,1,83001,Eldegoss,,Grass,,,Green,Cotton Down,Regenerator,Effect Spore,8,0,0,0.5,2.5,60,50,90,80,120,60,460
831,1,83101,Wooloo,,Normal,,,White,Fluffy,Run Away,Bulletproof,8,0,0,0.6,6,42,40,55,40,45,48,270
832,1,83201,Dubwool,,Normal,,,White,Fluffy,Steadfast,Bulletproof,8,0,0,1.3,43,72,80,100,60,90,88,490
833,1,83301,Chewtle,,Water,,,Green,Strong Jaw,Shell Armor,Swift Swim,8,0,0,0.3,8.5,50,64,50,38,38,44,284
834,1,83401,Drednaw,,Water,Rock,,Green,Strong Jaw,Shell Armor,Swift Swim,8,0,0,1,115.5,90,115,90,48,68,74,485
834,2,83402,Drednaw,Gigantamax,Water,Rock,,Green,Strong Jaw,Shell Armor,Swift Swim,8,0,0,1,115.5,90,115,90,48,68,74,485
835,1,83501,Yamper,,Electric,,,Yellow,Ball Fetch,,Rattled,8,0,0,0.3,13.5,59,45,50,40,50,26,270
836,1,83601,Boltund,,Electric,,,Yellow,Strong Jaw,,Competitive,8,0,0,1,34,69,90,60,90,60,121,490
837,1,83701,Rolycoly,,Rock,,,Black,Steam Engine,Heatproof,Flash Fire,8,0,0,0.3,12,30,40,50,40,50,30,240
838,1,83801,Carkol,,Rock,Fire,,Black,Steam Engine,Flame Body,Flash Fire,8,0,0,1.1,78,80,60,90,60,70,50,410
839,1,83901,Coalossal,,Rock,Fire,,Black,Steam Engine,Flame Body,Flash Fire,8,0,0,2.8,310.5,110,80,120,80,90,30,510
839,2,83902,Coalossal,Gigantamax,Rock,Fire,,Black,Steam Engine,Flame Body,Flash Fire,8,0,0,2.8,310.5,110,80,120,80,90,30,510
840,1,84001,Applin,,Grass,Dragon,,Green,Ripen,Gluttony,Bulletproof,8,0,0,0.2,0.5,40,40,80,40,40,20,260
841,1,84101,Flapple,,Grass,Dragon,,Green,Ripen,Gluttony,Hustle,8,0,0,0.3,1,70,110,80,95,60,70,485
841,2,84102,Flapple,Gigantamax,Grass,Dragon,,Green,Ripen,Gluttony,Hustle,8,0,0,0.3,1,70,110,80,95,60,70,485
842,1,84201,Appletun,,Grass,Dragon,,Green,Ripen,Gluttony,Thick Fat,8,0,0,0.4,13,110,85,80,100,80,30,485
842,2,84202,Appletun,Gigantamax,Grass,Dragon,,Green,Ripen,Gluttony,Thick Fat,8,0,0,0.4,13,110,85,80,100,80,30,485
843,1,84301,Silicobra,,Ground,,,Green,Sand Spit,Shed Skin,Sand Veil,8,0,0,2.2,7.6,52,57,75,35,50,46,315
844,1,84401,Sandaconda,,Ground,,,Green,Sand Spit,Shed Skin,Sand Veil,8,0,0,3.8,65.5,72,107,125,65,70,71,510
844,2,84402,Sandaconda,Gigantamax,Ground,,,Green,Sand Spit,Shed Skin,Sand Veil,8,0,0,3.8,65.5,72,107,125,65,70,71,510
845,1,84501,Cramorant,,Flying,Water,,Blue,Gulp Missile,,,8,0,0,0.8,18,70,85,55,85,95,85,475
845,2,84502,Cramorant,Gulping,Flying,Water,,Blue,Gulp Missile,,,8,0,0,0.8,18,70,85,55,85,95,85,475
845,3,84503,Cramorant,Gorging,Flying,Water,,Blue,Gulp Missile,,,8,0,0,0.8,18,70,85,55,85,95,85,475
846,1,84601,Arrokuda,,Water,,,Brown,Swift Swim,,Propeller Tail,8,0,0,0.5,1,41,63,40,40,30,66,280
847,1,84701,Barraskewda,,Water,,,Brown,Swift Swim,,Propeller Tail,8,0,0,1.3,30,61,123,60,60,50,136,490
848,1,84801,Toxel,,Electric,Poison,,Purple,Rattled,Static,Klutz,8,0,0,0.4,11,40,38,35,54,35,40,242
849,1,84901,Toxtricity,Amped,Electric,Poison,,Purple,Punk Rock,Plus,Technician,8,0,0,1.6,40,75,98,70,114,70,75,502
849,2,84902,Toxtricity,Low Key,Electric,Poison,,Purple,Punk Rock,Minus,Technician,8,0,0,1.6,40,75,98,70,114,70,75,502
849,3,84903,Toxtricity,Gigantamax,Electric,Poison,,Purple,Punk Rock,Plus,Technician,8,0,0,1.6,40,75,98,70,114,70,75,502
850,1,85001,Sizzlipede,,Fire,Bug,,Red,Flash Fire,White Smoke,Flame Body,8,0,0,0.7,1,50,65,45,50,50,45,305
851,1,85101,Centiskorch,,Fire,Bug,,Red,Flash Fire,White Smoke,Flame Body,8,0,0,3,120,100,115,65,90,90,65,525
851,2,85102,Centiskorch,Gigantamax,Fire,Bug,,Red,Flash Fire,White Smoke,Flame Body,8,0,0,3,120,100,115,65,90,90,65,525
852,1,85201,Clobbopus,,Fighting,,,Brown,Limber,,Technician,8,0,0,0.6,4,50,68,60,50,50,32,310
853,1,85301,Grapploct,,Fighting,,,Blue,Limber,,Technician,8,0,0,1.6,39,80,118,90,70,80,42,480
854,1,85401,Sinistea,Phony,Ghost,,,Purple,Weak Armor,,Cursed Body,8,0,0,0.1,0.2,40,45,45,74,54,50,308
854,2,85402,Sinistea,Antique,Ghost,,,Purple,Weak Armor,,Cursed Body,8,0,0,0.1,0.2,40,45,45,74,54,50,308
855,1,85501,Polteageist,,Ghost,,,Purple,Weak Armor,,Cursed Body,8,0,0,0.2,0.4,60,65,65,134,114,70,508
856,1,85601,Hatenna,,Psychic,,,Pink,Healer,Anticipation,Magic Bounce,8,0,0,0.4,3.4,42,30,60,56,53,39,280
857,1,85701,Hattrem,,Psychic,,,Pink,Healer,Anticipation,Magic Bounce,8,0,0,0.6,4.8,57,40,90,86,73,49,395
858,1,85801,Hatterene,,Psychic,Fairy,,Pink,Healer,Anticipation,Magic Bounce,8,0,0,2.1,5.1,57,90,45,136,103,29,460
858,2,85802,Hatterene,Gigantamax,Psychic,Fairy,,Pink,Healer,Anticipation,Magic Bounce,8,0,0,2.1,5.1,57,90,45,136,103,29,460
859,1,85901,Impidimp,,Dark,Fairy,,Pink,Prankster,Frisk,Pickpocket,8,0,0,0.4,5.5,45,45,65,55,40,50,300
860,1,86001,Morgrem,,Dark,Fairy,,Pink,Prankster,Frisk,Pickpocket,8,0,0,0.8,12.5,65,60,45,75,55,70,370
861,1,86101,Grimmsnarl,,Dark,Fairy,,Purple,Prankster,Frisk,Pickpocket,8,0,0,1.5,61,95,120,65,95,75,60,510
861,2,86102,Grimmsnarl,Gigantamax,Dark,Fairy,,Purple,Prankster,Frisk,Pickpocket,8,0,0,1.5,61,95,120,65,95,75,60,510
862,1,86201,Obstagoon,,Dark,Normal,,Grey,Reckless,Guts,Defiant,8,0,0,1.6,46,93,90,101,60,81,95,520
863,1,86301,Perrserker,,Steel,,,Brown,Battle Armor,Tough Claws,Steely Spirit,8,0,0,0.8,28,70,110,100,50,60,50,440
864,1,86401,Cursola,,Ghost,,,White,Weak Armor,,Perish Body,8,0,0,1,0.4,60,95,50,145,130,30,510
865,1,86501,Sirfetch'd,,Fighting,,,White,Steadfast,,Scrappy,8,0,0,0.8,117,62,135,95,68,82,65,507
866,1,86601,Mr. Rime,,Ice,Psychic,,Purple,Tangled Feet,Screen Cleaner,Ice Body,8,0,0,1.5,58.2,80,85,75,110,100,70,520
867,1,86701,Runerigus,,Ground,Ghost,,Grey,Wandering Spirit,,,8,0,0,1.6,66.6,58,95,145,50,105,30,483
868,1,86801,Milcery,,Fairy,,,White,Sweet Veil,,Aroma Veil,8,0,0,0.2,0.3,45,40,40,50,61,34,270
869,1,86901,Alcremie,Caramel Swirl Berry,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,2,86902,Alcremie,Caramel Swirl Clover,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,3,86903,Alcremie,Caramel Swirl Flower,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,4,86904,Alcremie,Caramel Swirl Love,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,5,86905,Alcremie,Caramel Swirl Ribbon,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,6,86906,Alcremie,Caramel Swirl Star,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,7,86907,Alcremie,Caramel Swirl Strawberry,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,8,86908,Alcremie,Lemon Cream Berry,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,9,86909,Alcremie,Lemon Cream Clover,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,10,86910,Alcremie,Lemon Cream Flower,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,11,86911,Alcremie,Lemon Cream Love,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,12,86912,Alcremie,Lemon Cream Ribbon,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,13,86913,Alcremie,Lemon Cream Star,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,14,86914,Alcremie,Lemon Cream Strawberry,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,15,86915,Alcremie,Matcha Cream Berry,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,16,86916,Alcremie,Matcha Cream Clover,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,17,86917,Alcremie,Matcha Cream Flower,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,18,86918,Alcremie,Matcha Cream Love,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,19,86919,Alcremie,Matcha Cream Ribbon,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,20,86920,Alcremie,Matcha Cream Star,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,21,86921,Alcremie,Matcha Cream Strawberry,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,22,86922,Alcremie,Mint Cream Berry,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,23,86923,Alcremie,Mint Cream Clover,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,24,86924,Alcremie,Mint Cream Flower,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,25,86925,Alcremie,Mint Cream Love,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,26,86926,Alcremie,Mint Cream Ribbon,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,27,86927,Alcremie,Mint Cream Star,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,28,86928,Alcremie,Mint Cream Strawberry,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,29,86929,Alcremie,Rainbow Swirl Berry,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,30,86930,Alcremie,Rainbow Swirl Clover,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,31,86931,Alcremie,Rainbow Swirl Flower,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,32,86932,Alcremie,Rainbow Swirl Love,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,33,86933,Alcremie,Rainbow Swirl Ribbon,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,34,86934,Alcremie,Rainbow Swirl Star,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,35,86935,Alcremie,Rainbow Swirl Strawberry,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,36,86936,Alcremie,Ruby Cream Berry,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,37,86937,Alcremie,Ruby Cream Clover,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,38,86938,Alcremie,Ruby Cream Flower,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,39,86939,Alcremie,Ruby Cream Love,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,40,86940,Alcremie,Ruby Cream Ribbon,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,41,86941,Alcremie,Ruby Cream Star,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,42,86942,Alcremie,Ruby Cream Strawberry,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,43,86943,Alcremie,Ruby Swirl Berry,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
869,44,86944,Alcremie,Ruby Swirl Clover,Fairy,,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
